作答ID,用户ID,开始时间,结束时间,作答时长,作答渠道,IP,经度,纬度,省份,城市,设备类型,操作系统类型,浏览器类型,屏幕分辨率,Synchronicity,Group,Gender,Education,Age,NativeLanguage,Experience_AI,SelfPersonality_1,SelfPersonality_2,SelfPersonality_3,SelfPersonality_4,SelfPersonality_5,SelfPersonality_6,SelfPersonality_7,SelfPersonality_8,SelfPersonality_9,SelfPersonality_10,SelfPersonality_11,SelfPersonality_12,SelfPersonality_13,SelfPersonality_14,SelfPersonality_15,SelfPersonality_16,BrandPersonality_1,BrandPersonality_2,BrandPersonality_3,BrandPersonality_4,BrandPersonality_5,BrandPersonality_6,BrandPersonality_7,BrandPersonality_8,BrandPersonality_9,BrandPersonality_10,BrandPersonality_11,BrandPersonality_12,BrandPersonality_13,BrandPersonality_14,BrandPersonality_15,BrandPersonality_16,InfluencerPersonality_1,InfluencerPersonality_2,InfluencerPersonality_3,InfluencerPersonality_4,InfluencerPersonality_5,InfluencerPersonality_6,InfluencerPersonality_7,InfluencerPersonality_8,InfluencerPersonality_9,InfluencerPersonality_10,InfluencerPersonality_11,InfluencerPersonality_12,InfluencerPersonality_13,InfluencerPersonality_14,InfluencerPersonality_15,InfluencerPersonality_16,ContentMatch_1,ContentMatch_2,ContentMatch_3,ContentMatch_4,ContentMatch_7,ContentMatch_8,ContentMatch_9,ContentMatch_10,ContentMatch_11,ContentMatch_12,ContentMatch_13,ContentMatch_14,ExtendedPersonality_1,ExtendedPersonality_2,ExtendedPersonality_3,ExtendedPersonality_4,ExtendedPersonality_5,ExtendedPersonality_6,ExtendedPersonality_7,ExtendedPersonality_8,ExtendedPersonality_9,ExtendedPersonality_10,ExtendedPersonality_11,ExtendedPersonality_12,ExtendedPersonality_13,ExtendedPersonality_14,ExtendedPersonality_15,ExtendedPersonality_16,TargetingGap_1R,TargetingGap_2R,TargetingGap_3R,TargetingGap_4,TargetingGap_5,DemonstrativeGap_1R,DemonstrativeGap_2R,DemonstrativeGap_3R,DemonstrativeGap_4R,DemonstrativeGap_5,PersuasiveGap_1,PersuasiveGap_2,PersuasiveGap_3,PersuasiveGap_5,PersuasiveGap_6,Recall_Brand,Recall_Influencer,ResponseTime1,ResponseTime2,ResponseTime3,AVE_SP_1,AVE_SP_2,AVE_SP_3,AVE_SP_4,AVE_BP_1,AVE_BP_2,AVE_BP_3,AVE_BP_4,AVE_IP_1,AVE_IP_2,AVE_IP_3,AVE_IP_4,AVE_EP_1,AVE_EP_2,AVE_EP_3,AVE_EP_4
bo3VPANaKZN,xLVJDbVL,07/01/2025 00:09,07/01/2025 00:21,696,1,223.87.242.130,103.893277,30.794703,四川省,成都市,COMPUTER,Windows,Chrome,1536px*864px,0,5,1,4,2,1,3,3,3,2,3,5,2,4,4,5,3,4,3,5,1,4,3,3,2,4,1,4,3,3,2,4,3,4,3,4,4,4,2,3,2,2,2,4,3,4,3,5,3,4,3,4,3,4,3,3,2,2,3,3,2,1,2,2,1,2,1,2,3,2,2,4,3,4,3,5,3,4,3,5,3,4,3,3,3,4,3,4,2,2,4,3,3,3,3,4,3,4,12,5,6809.4,10837.1,31185,2.75,4.333333333,3.666666667,3.25,2.5,3,3.5,3.5,2.25,3.5,3.75,3.5,2.25,3.5,3.75,3.75
Q1kVrV0qRwA,5LmpK5O7,28/12/2024 23:02,28/12/2024 23:16,816,1,117.91.108.157,119.403184,32.364721,江苏省,扬州市,COMPUTER,Windows,Chrome,1920px*1080px,0,5,2,4,3,1,3,1,2,2,1,4,1,2,4,5,2,4,1,5,2,2,1,5,2,5,1,4,1,4,1,5,4,5,4,1,1,5,1,5,4,4,1,4,1,5,2,5,1,4,2,5,2,5,1,5,4,5,5,4,5,4,5,5,4,5,5,5,2,5,1,4,1,5,2,5,1,4,1,5,2,5,1,2,1,2,5,2,2,1,2,2,1,2,5,2,2,1,12,5,39673.7,27130.3,27640.6,1.5,3.333333333,2.666666667,2.5,3.25,2.5,4.5,2,3.5,3,3,3.25,3.25,3,2.75,3.25
oGmqxGO3l66,kM1NyDO7,28/12/2024 22:45,28/12/2024 23:05,1205,1,122.189.91.254,112.2400671,30.3236983,湖北省,荆州市,COMPUTER,Windows,WeChat,1536px*960px,0,5,2,3,2,1,1,3,2,3,2,4,3,4,4,4,2,4,3,4,2,3,3,3,3,3,3,2,4,3,3,2,3,3,4,2,2,4,3,3,2,4,3,2,4,2,3,3,3,2,3,3,4,3,3,3,4,4,3,3,3,3,4,4,3,4,4,4,2,4,3,3,2,3,2,2,2,3,3,3,3,3,2,2,2,3,2,3,2,2,2,2,2,3,3,2,3,4,12,5,127655.3,131509.9,6938.2,2.5,4,3,3,3,3,3,2.75,3,2.75,2.75,3.25,3.25,2.5,2.5,2.75
g90Y5KqmEjQ,37KDOm6L,28/12/2024 22:50,28/12/2024 23:02,678,1,111.36.224.39,117.048086,36.185119,山东省,泰安市,COMPUTER,Windows,Chrome,1920px*1080px,0,5,2,2,5,1,3,4,4,5,5,5,1,4,4,5,2,5,2,5,4,4,3,4,4,5,2,4,2,5,1,4,1,1,2,4,1,5,1,4,1,4,1,5,3,4,2,4,1,1,2,4,2,5,3,2,2,1,2,2,1,2,3,2,2,4,2,4,2,5,2,5,2,4,1,4,1,4,2,5,2,5,2,2,2,2,2,2,2,2,1,2,1,2,5,2,2,1,12,5,27340.7,15004.6,23099.3,4.5,4.333333333,3,4,3.75,3,2,2.75,2.5,3.5,2,3.5,3.25,3,2.75,3.5
g90Y1YB8635,oe4orwaL,28/12/2024 22:32,28/12/2024 22:54,1331,1,121.225.244.206,118.7377507,32.0992691,江苏省,南京市,COMPUTER,Windows,Firefox,1920px*1080px,0,5,1,4,4,1,3,4,4,5,4,5,2,4,5,5,2,4,1,5,2,5,4,5,3,4,1,4,2,5,1,4,1,4,2,5,1,4,1,4,1,4,2,5,1,4,2,5,2,3,2,5,2,5,2,4,5,5,4,4,5,5,4,5,3,5,4,5,2,5,1,4,2,5,2,5,1,3,1,4,2,5,2,2,1,1,2,2,2,1,2,2,1,2,3,3,2,2,12,5,120215,134426,35179,4.25,4.666666667,2.666666667,4,3.25,3,2.75,2.75,2.75,3,3,3.5,3.25,3.25,2.5,3.25
g90Y12nJkKQ,5M2zQxNM,28/12/2024 22:40,28/12/2024 22:53,795,1,223.104.67.209,113.443853,23.187226,广东省,广州市,COMPUTER,Windows,Chrome,1260px*840px,0,5,2,5,4,1,3,4,3,5,3,4,1,5,4,2,2,4,1,4,1,2,3,5,4,4,3,2,2,2,1,3,4,2,3,1,1,4,2,4,1,4,2,5,3,4,2,5,2,5,3,5,3,5,4,2,2,3,2,1,2,2,3,4,2,2,4,4,3,5,1,2,2,2,1,3,2,2,2,3,4,2,2,3,4,5,4,3,1,2,2,3,2,4,4,3,4,4,12,5,42902.3,16347.1,118392.2,3.75,4.333333333,1.666666667,2.5,4,1.75,3,2,2.75,3.5,3.75,4.25,3.25,1.75,2.25,2.75
Q1kYP6R9wJb,ve8kYbzL,07/01/2025 01:41,07/01/2025 02:07,1538,1,119.181.138.24,118.0876529,36.7532161,山东省,淄博市,COMPUTER,Windows,Chrome,1680px*1050px,1,6,1,2,4,1,3,4,4,4,4,5,2,4,5,4,3,4,2,4,2,3,2,3,2,4,1,4,2,5,1,5,2,5,2,4,3,4,2,3,1,4,1,4,2,3,1,5,2,3,1,4,2,4,2,5,4,4,4,4,5,4,5,4,4,4,5,4,2,4,1,4,2,5,2,4,1,4,1,5,2,4,2,2,1,2,2,3,3,2,3,2,2,2,3,2,3,2,6,6,96716,30126.3,35754.5,4,4.666666667,3,2.75,2.5,3,3.5,3.25,2.25,2.5,2.75,3,2.75,3.25,2.5,3.25
g90YzBxmjkg,VMJApvwe,07/01/2025 00:15,07/01/2025 00:32,1010,1,183.217.152.198,114.3970245,27.7975684,江西省,宜春市,COMPUTER,Windows,Chrome,1455px*910px,1,6,1,4,2,1,3,4,1,3,1,4,1,4,5,4,3,4,3,4,2,2,4,5,2,4,3,3,2,4,2,4,2,3,2,4,2,3,2,5,2,4,2,3,3,4,2,3,2,3,3,4,2,3,2,5,4,4,3,3,4,4,4,4,3,3,4,4,2,4,1,3,3,4,2,4,3,3,3,4,2,4,2,2,2,3,4,3,2,2,2,2,3,2,4,3,3,3,6,6,87931.9,22834,84173.4,2.25,4.333333333,3.333333333,3,3.5,2.75,2.75,2.75,3.25,3,2.75,2.75,2.75,3,3.25,3
WQ2V2n0kNY4,leN2EBve,28/12/2024 23:51,07/01/2025 00:04,777,1,120.36.236.251,118.108653,24.459681,福建省,厦门市,COMPUTER,Windows,Chrome,1280px*800px,1,6,1,4,4,1,3,4,2,3,2,4,3,4,4,3,2,4,2,4,3,4,2,4,2,5,1,4,1,4,1,5,2,4,1,4,2,5,1,4,1,5,2,4,1,5,2,5,2,4,2,5,2,4,2,4,4,5,4,4,5,4,4,5,4,4,5,4,1,5,2,4,1,4,2,4,1,4,2,5,1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,6,6,11467.5,5806.3,31110.6,2.75,4,2.333333333,3.25,3,2.5,3,3,3,3,3.25,3.25,3,2.75,2.75,2.75
lAGQJpo3mR9,xebYJJXL,28/12/2024 23:41,07/01/2025 00:00,1113,1,223.104.67.176,113.310276,23.253373,广东省,广州市,COMPUTER,Windows,Chrome,1280px*720px,1,6,1,4,2,1,3,4,3,2,2,3,2,4,3,4,4,4,4,3,2,3,4,2,2,3,2,2,2,3,2,4,3,2,2,4,3,3,2,2,2,2,3,2,3,2,2,3,3,2,2,4,3,4,3,4,3,4,3,4,2,2,4,3,3,3,4,3,2,3,2,2,2,3,2,4,3,4,3,4,4,2,3,3,2,4,3,3,4,2,4,3,3,4,4,3,2,2,6,6,63256.7,73969.3,23425.8,2.75,3.333333333,4,3,2.25,2.25,2.75,3,2.25,2.25,2.5,3.5,2.5,2.25,3.5,3.25
nZo88vYydrW,KLOO9rEL,28/12/2024 23:04,28/12/2024 23:22,1055,1,111.55.145.155,104.188831,30.836828,四川省,成都市,COMPUTER,Linux,Chrome,793px*355px,1,6,1,4,4,1,3,5,4,4,3,4,2,4,5,4,1,4,2,5,2,4,3,2,2,3,2,5,3,4,2,5,2,4,2,5,3,4,3,2,1,2,1,4,2,4,3,4,1,4,2,5,2,4,2,5,5,4,4,5,4,5,5,4,4,5,4,2,1,2,2,4,1,4,2,4,3,5,3,5,2,4,3,4,4,4,4,3,4,3,4,2,3,4,3,3,4,4,6,6,26060.2,38182.5,27687.2,4,4.333333333,2.333333333,3.5,2.25,3.5,3.25,3.75,1.5,3.25,2.75,3.25,1.75,2.75,3.75,3.5
oGmqWr0Yy66,8MZj6VDM,28/12/2024 22:46,28/12/2024 23:01,914,1,60.219.242.123,126.50617,48.241891,黑龙江省,黑河市,COMPUTER,Windows,Chrome,1536px*864px,1,6,2,5,3,1,3,3,2,3,1,4,2,2,5,4,1,5,4,3,2,4,3,2,1,3,1,4,1,4,2,5,1,2,1,4,3,4,1,3,1,4,2,5,2,3,1,4,1,2,2,3,2,4,3,4,5,5,4,4,5,4,5,5,3,4,5,4,1,5,2,4,1,5,3,3,2,5,2,4,1,3,2,2,1,1,1,2,4,2,4,1,2,4,3,1,2,2,6,6,82456.6,121884,2657.9,2.25,3.666666667,3,3,1.75,2.75,2.25,3,2.5,2.75,2.25,3,3,3.25,3,2.5
NPXVZgJ699B,kM1xbXke,28/12/2024 22:42,28/12/2024 22:51,543,1,106.114.154.235,114.546542,38.021843,河北省,石家庄市,COMPUTER,Windows,Chrome,1536px*864px,1,6,1,4,2,1,3,4,4,4,2,5,1,4,4,3,2,4,1,4,2,3,2,4,1,3,2,4,2,3,4,3,2,2,2,4,3,4,2,4,2,2,2,5,3,4,2,5,2,4,4,3,2,4,1,4,3,4,4,5,4,3,4,3,4,2,3,4,1,4,3,4,2,4,1,4,3,4,4,3,2,4,1,2,3,4,3,3,2,3,2,1,2,2,5,4,3,3,6,6,19720.8,42666.3,29531.4,3.5,4.333333333,2,2.75,2.5,3.25,2.25,3.25,2.5,3.5,3.75,2.5,3,2.75,3.75,2.5
WQ2VkjmxdkX,xLVZ0yaL,28/12/2024 22:28,28/12/2024 22:40,716,1,117.165.40.169,114.9385947,25.8322094,江西省,赣州市,COMPUTER,Windows,Chrome,1366px*768px,1,6,2,4,4,1,3,4,3,4,4,4,1,3,4,4,3,5,2,4,3,3,2,3,2,3,3,4,2,3,1,4,2,3,2,4,3,4,1,3,2,3,2,4,3,4,1,4,2,3,3,4,2,3,2,4,5,4,3,3,4,5,4,4,5,4,4,4,1,4,2,3,2,4,1,4,2,3,1,4,2,3,2,2,1,2,2,2,3,2,3,2,2,2,3,1,2,2,6,6,38042.3,27306.9,28402.7,3.75,3.666666667,3,3,2.75,2.5,2.75,3,2.5,3,3,2.75,2.75,2.5,2.5,2.75
NPXVxrbvDQq,xebQrllL,28/12/2024 22:28,28/12/2024 22:38,574,1,110.250.125.117,118.105703,39.52694,河北省,唐山市,COMPUTER,Windows,Chrome,800px*360px,1,6,2,4,3,1,3,5,3,4,4,5,2,4,5,4,1,5,2,5,2,3,3,4,1,5,2,5,2,4,1,4,1,2,2,4,3,5,2,4,1,4,2,5,2,5,1,4,1,3,2,4,1,4,1,5,4,5,4,4,5,4,5,4,4,5,4,5,2,4,1,4,1,5,2,5,2,5,2,4,1,4,1,2,2,1,2,2,1,2,2,1,2,1,4,3,1,2,6,6,113576.4,68621,33783.5,4,4.666666667,2.333333333,3.25,3,3,2.25,3.5,2.75,3.25,2.5,2.5,3,3,3.5,2.5
g90YXE3Y595,RMWooyrM,07/01/2025 00:03,07/01/2025 00:17,830,1,171.90.227.19,105.005607,29.178826,四川省,自贡市,COMPUTER,Windows,Chrome,1536px*864px,0,6,2,4,3,1,3,4,4,4,4,5,2,4,5,5,2,5,1,5,2,5,3,4,4,4,1,4,2,4,1,4,2,1,1,4,1,4,2,5,5,4,3,4,2,4,1,5,2,2,2,4,1,4,1,5,4,4,4,5,4,4,5,5,4,4,5,5,2,5,2,4,1,4,1,4,1,2,1,3,2,2,1,2,1,1,1,2,1,2,2,1,1,2,5,2,1,1,11,6,32659.9,122172.4,43734.1,4,4.666666667,2.666666667,3.75,3.25,2.75,2,2.75,4.25,2.75,2.75,2.5,3.5,2.5,2,2
Q1kVgpgdg8G,veEQgOWe,28/12/2024 23:35,28/12/2024 23:51,1004,1,223.104.202.237,108.879052,34.218879,陕西省,西安市,COMPUTER,Windows,Chrome,1366px*768px,0,6,1,4,3,1,3,4,4,4,3,4,1,4,5,3,2,4,1,4,2,3,2,4,4,5,2,3,2,2,1,3,2,2,1,3,2,2,1,4,3,3,2,2,1,1,1,2,2,2,1,3,2,2,1,5,4,4,5,4,5,5,4,4,5,4,5,4,3,5,4,3,1,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,11,6,3884.7,14225.9,31335.8,3.75,4.333333333,2,2.75,3.75,2,2,2,3,1.25,1.75,2,4,2,1.75,1.5
NPXVVxVk5nr,8MZ9qnje,28/12/2024 23:04,28/12/2024 23:22,1073,1,113.248.222.224,106.49077,29.568028,重庆市,市辖区,COMPUTER,Windows,Chrome,1920px*1080px,0,6,2,4,4,1,3,4,4,5,3,4,2,2,5,3,4,4,1,4,1,4,5,4,3,4,1,4,2,2,2,5,2,2,2,4,1,3,4,3,2,3,2,5,2,2,2,5,3,2,2,3,1,4,3,4,3,4,5,3,5,4,4,5,4,3,2,5,3,4,4,4,3,4,1,2,2,2,5,4,1,3,2,2,1,4,4,3,2,1,4,3,4,3,4,2,1,3,11,6,141368.1,77814.9,79190.3,4,3.666666667,2.666666667,3.5,3,2.5,2.75,3,2.5,2.75,3,2.75,4,3,2.75,2.5
lAGQ1Q1ypNJ,qM6oVm87,28/12/2024 22:57,28/12/2024 23:16,1160,1,117.140.89.34,108.197515,22.825025,广西壮族自治区,南宁市,COMPUTER,Windows,Chrome,1536px*864px,0,6,2,4,2,1,3,3,2,3,2,3,2,5,4,3,3,4,2,2,3,3,2,3,2,3,3,4,3,4,3,4,3,4,2,3,3,4,3,3,2,4,3,4,2,3,2,3,2,3,4,3,2,3,2,4,3,4,3,3,4,3,4,3,2,3,4,4,3,3,2,3,2,3,3,4,3,4,3,3,2,3,2,3,2,3,3,2,2,3,3,2,3,3,4,3,2,3,11,6,61849,10900.8,43630.6,2.5,4,2.666666667,2.5,2.75,3.5,3.25,3.25,3,2.75,3,2.5,3,2.75,3.5,2.5
nZo8X63D0BR,JekqazY7,28/12/2024 22:52,28/12/2024 23:11,1151,1,120.239.12.219,116.7166793,23.3721709,广东省,汕头市,COMPUTER,Windows,Chrome,1440px*900px,0,6,1,4,4,1,3,2,4,4,1,5,2,4,5,5,2,3,4,4,2,5,2,2,2,4,4,4,3,4,4,4,2,5,2,3,3,4,1,2,2,2,4,4,4,4,4,4,3,4,5,4,4,4,4,4,5,4,4,5,3,3,4,3,3,4,4,2,2,3,2,5,3,2,3,4,4,4,3,2,2,4,1,3,4,4,4,4,4,4,3,3,4,2,4,3,2,4,11,6,277465.7,10909.9,31426.4,2.75,4.666666667,3.666666667,3.25,3,3.75,3.25,2.75,2.5,4,4,4,2.25,3.25,3.75,2.25
Q1kVZYwkBAY,KLOJk6p7,28/12/2024 22:27,28/12/2024 22:54,1641,1,125.109.76.72,120.683704,27.9911397,浙江省,温州市,COMPUTER,Windows,WeChat,1366px*768px,0,6,2,4,3,1,2,4,4,4,2,2,4,4,2,2,4,4,4,2,2,2,2,2,2,5,2,4,2,3,2,4,1,1,1,4,2,4,2,3,2,4,1,4,2,4,2,4,2,2,1,4,3,4,2,4,5,4,4,5,4,4,5,5,3,4,5,4,3,4,2,5,2,4,2,4,2,2,1,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,11,6,128727.9,3960.3,26169.3,3.5,2.666666667,3.333333333,2,2.75,2.75,1.75,3,2.5,3,2.25,3.25,3.25,3.25,2.25,3
bo3VZmWP6WX,nePwbjyL,28/12/2024 22:41,28/12/2024 22:51,607,1,222.195.81.32,117.227323,31.840584,安徽省,合肥市,COMPUTER,Windows,Chrome,1273px*796px,0,6,1,5,2,1,3,2,2,3,2,4,4,5,4,2,1,4,1,4,2,5,5,4,2,5,2,3,2,5,2,4,1,2,2,5,2,4,1,4,1,4,1,4,3,4,1,4,3,1,1,3,2,5,2,5,5,5,4,5,4,4,4,4,5,4,5,5,2,4,1,4,2,4,2,4,1,4,3,4,1,3,5,2,1,2,1,2,2,1,2,2,1,2,5,1,2,1,11,6,117704.8,18834,22867.2,2.25,4.333333333,1.333333333,4,3.25,3,2.25,3,2.5,3,2.25,3,3,3,3,3.25
vwkjRyx1DEx,oe4oVY1L,28/12/2024 22:39,28/12/2024 22:49,642,1,120.228.9.87,113.161998,27.85812,湖南省,株洲市,COMPUTER,Windows,Chrome,2560px*1440px,0,6,1,4,2,1,2,4,2,4,1,5,3,4,4,4,2,3,3,4,2,5,2,4,4,4,1,4,1,3,4,4,3,2,4,4,1,5,3,2,2,2,4,1,4,3,2,4,4,3,4,4,1,3,2,4,4,3,4,4,3,4,2,4,3,2,4,4,3,4,1,4,2,4,4,4,3,4,3,4,3,2,2,5,4,4,4,4,2,3,2,1,3,4,4,4,5,4,11,6,57630.9,35857.7,24239,2.75,4.333333333,3,3.25,3.25,3,3.25,3.25,2.5,2.5,3.75,2.5,3,3.5,3.5,2.75
mNVzWR53DRn,qM6zykRM,07/01/2025 01:36,07/01/2025 01:50,839,1,60.222.125.40,110.988102,35.023488,山西省,运城市,COMPUTER,Windows,Chrome,1920px*1080px,1,7,1,5,3,1,3,5,4,4,4,4,2,4,5,5,2,2,2,5,1,5,5,5,4,4,1,5,2,3,2,4,1,5,1,4,4,4,2,2,1,2,1,5,3,2,2,4,1,4,3,4,4,4,4,3,4,4,2,3,4,2,5,5,4,4,5,4,1,5,2,5,2,2,4,4,1,5,4,4,1,4,1,1,2,2,3,4,2,1,2,1,3,2,4,2,3,1,7,7,17787,17773,40349.6,4.25,4.333333333,3,4,3.5,3,2.75,3.5,1.5,3,3,4,3,3.25,3.5,2.5
mNVywadmK94,kMrqmJ0e,28/12/2024 23:42,07/01/2025 00:14,1913,1,183.219.231.206,116.3678259,27.9541811,江西省,抚州市,COMPUTER,Windows,WeChat,1536px*864px,1,7,2,3,2,1,3,3,2,2,2,5,4,3,4,4,1,4,1,4,2,3,4,4,3,4,1,4,4,4,1,4,2,2,2,4,3,5,1,4,2,5,2,4,1,2,2,4,1,2,1,4,3,4,3,4,5,4,4,5,4,5,4,5,4,5,5,5,2,4,1,5,2,5,1,4,2,3,2,4,1,4,1,2,2,1,2,2,2,2,1,2,2,2,4,2,2,1,7,7,68801.5,115673.9,28067.8,2.25,4,2,3.25,3,3.25,2.5,3.25,3.25,2.25,2,3.5,3,3.25,2.75,2.5
Q1kVnoRYRV4,Ke5aGJ4e,07/01/2025 00:01,07/01/2025 00:14,742,1,59.52.222.182,115.834674,28.713442,江西省,南昌市,COMPUTER,Windows,Chrome,1920px*1080px,1,7,1,4,2,1,3,4,2,2,1,4,3,4,4,5,2,3,2,2,3,2,2,4,3,4,1,4,3,4,2,4,1,3,2,4,2,5,2,4,1,4,2,5,3,4,2,5,3,4,3,5,2,4,1,4,5,4,4,5,3,2,4,4,3,3,4,4,1,4,2,3,3,4,2,5,2,4,3,4,3,4,1,2,1,2,3,2,2,1,2,1,3,3,2,2,1,2,7,7,83990.5,22256.1,28058.1,2.25,4,3,2.25,3,3.25,2.5,3.25,2.75,3.5,3.75,3,2.75,3,3.5,3
Q1kVGnGW2Jb,5Lw6jJ97,28/12/2024 23:51,07/01/2025 00:01,618,1,171.44.130.242,111.33065,30.737735,湖北省,宜昌市,COMPUTER,Windows,Chrome,1440px*960px,1,7,2,4,2,1,2,2,2,2,1,4,2,5,5,3,3,4,2,4,3,3,2,4,2,4,1,4,3,3,2,4,1,3,3,4,4,5,2,4,3,5,2,4,2,4,3,4,2,3,3,4,1,4,3,5,4,4,4,4,4,4,4,4,5,4,4,4,3,4,3,4,3,3,3,3,2,4,3,4,2,4,2,3,2,3,3,2,1,2,2,2,2,2,4,4,3,4,7,7,27922.3,28119.3,27080.8,1.75,4.666666667,2.666666667,3,2.75,3,2.75,3.75,3.5,3.25,3,3,3.5,3.25,3,3
Q1kVOWwv6jB,xeb1N9lL,28/12/2024 22:56,28/12/2024 23:05,546,1,120.230.27.212,115.359937,22.776022,广东省,汕尾市,COMPUTER,Windows,Chrome,1280px*720px,1,7,2,4,2,1,3,2,1,1,2,4,4,4,3,2,2,4,3,4,1,4,4,4,4,5,2,3,3,4,2,5,3,2,2,3,2,3,2,5,3,4,2,3,4,4,3,4,3,5,3,4,3,4,4,2,2,3,1,2,2,3,2,1,2,1,3,3,2,4,3,5,3,4,4,3,2,4,3,4,3,5,3,2,2,3,2,3,3,4,2,2,3,3,4,2,3,2,7,7,13103.7,9510.2,24846.5,1.5,3.666666667,2.333333333,3.25,3.75,3,3,2.5,3.5,3.5,3.75,3.75,3,4,3,3.75
lAGQlDk83vq,5LmrqJde,28/12/2024 22:54,28/12/2024 23:05,628,1,117.131.219.60,117.2157365,39.1304422,天津市,市辖区,COMPUTER,Windows,Firefox,1280px*720px,1,7,2,5,2,1,3,2,2,2,2,4,2,5,5,3,2,4,1,4,2,4,3,4,3,4,2,4,2,5,2,3,2,2,1,4,3,4,2,3,2,4,2,4,3,3,4,4,2,3,3,4,3,4,3,4,5,5,4,4,4,4,5,5,4,4,4,4,2,3,3,4,3,4,2,4,3,4,2,5,3,4,3,3,4,3,4,3,3,2,1,1,3,3,3,4,3,4,7,7,42489,21140,26265,2,4.666666667,2,3.25,3.25,3.25,2,3.25,2.75,3.5,3,3.5,3,3.25,3.25,3.75
NPXVaqGYzdR,qM624ydM,28/12/2024 22:55,28/12/2024 23:04,543,1,125.89.240.39,113.5955107,24.8010237,广东省,韶关市,COMPUTER,Windows,Chrome,1280px*720px,1,7,2,4,2,1,3,2,1,1,1,4,3,2,4,3,3,3,3,4,3,4,4,4,3,4,3,4,2,3,3,4,2,2,2,4,4,4,2,4,4,4,3,3,3,3,2,3,2,2,3,2,2,3,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,2,3,3,2,2,2,2,3,2,2,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,4,7,7,48723,23389.1,29020,1.25,3.333333333,3,3.75,3.5,3,2.5,3.5,3.75,2.75,2.5,2.5,3.75,2.75,2,2.5
g90Y1ZJE68g,5LwJw1v7,28/12/2024 22:20,28/12/2024 22:50,1796,1,223.104.237.115,121.477187,38.919078,辽宁省,大连市,COMPUTER,Windows,Chrome,1707px*1067px,1,7,1,5,3,1,3,3,1,3,2,5,1,4,5,3,2,5,2,5,1,5,4,2,2,4,2,4,2,3,2,5,2,4,2,5,2,4,2,5,2,4,2,4,2,3,3,3,4,4,3,5,2,5,2,5,5,5,3,3,4,4,4,4,4,4,5,4,2,4,2,4,2,4,2,5,1,4,4,4,2,4,2,2,2,2,2,2,2,1,2,2,2,2,3,4,2,2,7,7,122796.8,60782.5,36449.8,2.25,4.666666667,2.333333333,3.75,2.5,2.75,3.25,3.25,3.25,3,3.5,3.5,3,3,3.5,3
bo3VZJ3yNdR,DMxR3nrL,28/12/2024 22:30,28/12/2024 22:49,1175,1,60.213.15.57,118.3363903,35.0525874,山东省,临沂市,COMPUTER,Windows,Chrome,1920px*1080px,1,7,1,4,6,1,3,3,2,2,3,4,2,3,4,3,2,4,1,3,2,2,3,3,2,3,1,4,1,4,3,5,2,2,2,5,3,5,3,3,4,2,4,1,4,3,3,4,2,2,3,3,2,4,3,2,2,1,3,3,4,4,4,3,2,2,2,4,1,5,3,4,3,4,2,5,3,2,3,4,3,4,1,3,2,4,3,4,2,2,3,1,3,2,3,5,4,5,7,7,108500.3,45040.5,46605.6,2.5,3.666666667,2,2.5,2.25,3,2.75,4,3.25,2.75,2.75,3,3.25,3.25,3.25,3
Xy4V2mNmGZw,WLGqNPwM,07/01/2025 00:29,07/01/2025 00:44,934,1,120.42.236.222,117.187359,39.111653,天津市,市辖区,COMPUTER,Windows,Chrome,1707px*1067px,0,7,2,4,2,1,3,3,2,2,1,5,2,4,4,3,2,4,2,4,2,3,2,4,3,4,1,4,2,3,1,5,3,2,2,4,2,4,2,5,2,3,2,4,2,3,2,4,2,3,2,4,3,4,3,3,4,3,4,4,5,5,4,5,5,4,4,3,2,3,3,4,3,4,3,4,4,4,2,3,3,2,2,3,2,2,2,2,3,2,2,1,2,2,4,2,2,3,10,7,92999.6,64927.1,26929.4,2,4.333333333,2.333333333,2.75,3,2.5,3,3,3,2.75,2.75,3.5,2.75,3.5,3.5,2.5
lAGQ9wRE3JW,J7qyovK7,28/12/2024 23:11,28/12/2024 23:28,998,1,39.130.0.55,101.8536419,24.5652958,云南省,楚雄彝族自治州,COMPUTER,Windows,Chrome,1280px*720px,0,7,2,3,2,1,3,2,2,1,1,4,3,4,5,4,4,5,4,5,3,4,5,2,2,1,2,5,2,3,1,2,3,4,4,1,2,3,1,5,4,4,4,5,2,3,1,2,2,2,1,3,2,5,4,2,1,2,1,2,3,1,3,2,1,2,1,2,2,2,1,1,2,3,2,2,3,5,5,2,2,2,2,2,1,2,2,3,2,1,3,2,2,4,4,3,5,4,10,7,128288.7,87794.9,52519.3,1.5,4.333333333,4,4.25,1.75,2.75,3.25,1.75,4.25,2.75,1.75,3.5,1.75,2,3.75,2
